31111136,0
41111144,1
51111152,2
31111235,3
41111243,4
51111251,5
21111326,6
31111334,7
21111425,8
11111516,9
21111524,10
11111615,11
21112136,12
31112144,13
41112152,14
21112235,15
31112243,16
41112251,17
11112326,18
21112334,19
11112425,20
11113136,21
21113144,22
31113152,23
11113235,24
21113243,25
31113251,26
11113334,27
21113342,28
11114144,29
21114152,30
11114243,31
21114251,32
11115152,33
51116111,34
31121135,35
41121143,36
51121151,37
21121226,38
31121234,39
41121242,40
21121325,41
31121333,42
11121416,43
21121424,44
31121432,45
11121515,46
21121523,47
11121614,48
21122135,49
31122143,50
41122151,51
11122226,52
21122234,53
31122242,54
11122325,55
21122333,56
31122341,57
11122424,58
21122432,59
11123135,60
21123143,61
31123151,62
11123234,63
21123242,64
11123333,65
21123341,66
11124143,67
21124151,68
11124242,69
11124341,70
21131126,71
31131134,72
41131142,73
21131225,74
31131233,75
41131241,76
11131316,77
21131324,78
31131332,79
11131415,80
21131423,81
11131514,82
11131613,83
11132126,84
21132134,85
31132142,86
11132225,87
21132233,88
31132241,89
11132324,90
21132332,91
11132423,92
11132522,93
11133134,94
21133142,95
11133233,96
21133241,97
11133332,98
11134142,99
21141125,100
31141133,101
41141141,102
11141216,103
21141224,104
31141232,105
11141315,106
21141323,107
31141331,108
11141414,109
21141422,110
11141513,111
21141521,112
11142125,113
21142133,114
31142141,115
11142224,116
21142232,117
11142323,118
21142331,119
11142422,120
11142521,121
21143141,122
11143331,123
11151116,124
21151124,125
31151132,126
11151215,127
21151223,128
31151231,129
11151314,130
21151322,131
11151413,132
21151421,133
11151512,134
11152124,135
11152223,136
11152322,137
11161115,138
31161131,139
21161222,140
21161321,141
11161511,142
32111135,143
42111143,144
52111151,145
22111226,146
32111234,147
42111242,148
22111325,149
32111333,150
42111341,151
12111416,152
22111424,153
12111515,154
22112135,155
32112143,156
42112151,157
12112226,158
22112234,159
32112242,160
12112325,161
22112333,162
12112424,163
12112523,164
12113135,165
22113143,166
32113151,167
12113234,168
22113242,169
12113333,170
12113432,171
12114143,172
22114151,173
12114242,174
12115151,175
31211126,176
41211134,177
51211142,178
31211225,179
41211233,180
51211241,181
21211316,182
31211324,183
41211332,184
21211415,185
31211423,186
41211431,187
21211514,188
31211522,189
22121126,190
32121134,191
42121142,192
21212126,193
22121225,194
32121233,195
42121241,196
21212225,197
31212233,198
41212241,199
11212316,200
12121415,201
22121423,202
32121431,203
11212415,204
21212423,205
11212514,206
12122126,207
22122134,208
32122142,209
11213126,210
12122225,211
22122233,212
32122241,213
11213225,214
21213233,215
31213241,216
11213324,217
12122423,218
11213423,219
12123134,220
22123142,221
11214134,222
12123233,223
22123241,224
11214233,225
21214241,226
11214332,227
12124142,228
11215142,229
12124241,230
11215241,231
31221125,232
41221133,233
51221141,234
21221216,235
31221224,236
41221232,237
21221315,238
31221323,239
41221331,240
21221414,241
31221422,242
21221513,243
21221612,244
22131125,245
32131133,246
42131141,247
21222125,248
22131224,249
32131232,250
11222216,251
12131315,252
31222232,253
32131331,254
11222315,255
12131414,256
22131422,257
11222414,258
21222422,259
22131521,260
12131612,261
12132125,262
22132133,263
32132141,264
11223125,265
12132224,266
22132232,267
11223224,268
21223232,269
22132331,270
11223323,271
12132422,272
12132521,273
12133133,274
22133141,275
11224133,276
12133232,277
11224232,278
12133331,279
11224331,280
11225141,281
21231116,282
31231124,283
41231132,284
21231215,285
31231223,286
41231231,287
21231314,288
31231322,289
21231413,290
31231421,291
21231512,292
21231611,293
12141116,294
22141124,295
32141132,296
11232116,297
12141215,298
22141223,299
32141231,300
11232215,301
21232223,302
31232231,303
11232314,304
12141413,305
22141421,306
11232413,307
21232421,308
11232512,309
12142124,310
22142132,311
11233124,312
12142223,313
22142231,314
11233223,315
21233231,316
11233322,317
12142421,318
11233421,319
11234132,320
11234231,321
21241115,322
31241123,323
41241131,324
21241214,325
31241222,326
21241313,327
31241321,328
21241412,329
21241511,330
12151115,331
22151123,332
32151131,333
11242115,334
12151214,335
22151222,336
11242214,337
21242222,338
22151321,339
11242313,340
12151412,341
11242412,342
12151511,343
12152123,344
11243123,345
11243222,346
11243321,347
31251122,348
31251221,349
21251411,350
22161122,351
12161213,352
11252213,353
11252312,354
11252411,355
23111126,356
33111134,357
43111142,358
23111225,359
33111233,360
13111316,361
23111324,362
33111332,363
13111415,364
23111423,365
13111514,366
13111613,367
13112126,368
23112134,369
33112142,370
13112225,371
23112233,372
