bsbsbsbs,codepoint
61311212,551
11311253,552
21311261,553
61311311,554
11311352,555
11311451,556
52221113,557
62221121,558
12221162,559
51312113,560
61312121,561
11312162,562
12221261,563
51312212,564
52221311,565
11312261,566
51312311,567
43131113,568
53131121,569
42222113,570
43131212,571
41313113,572
51313121,573
43131311,574
41313212,575
42222311,576
41313311,577
33132113,578
43132121,579
32223113,580
33132212,581
31314113,582
32223212,583
33132311,584
31314212,585
32223311,586
31314311,587
23133113,588
33133121,589
22224113,590
23133212,591
21315113,592
22224212,593
23133311,594
21315212,595
22224311,596
21315311,597
13134113,598
23134121,599
12225113,600
13134212,601
11316113,602
12225212,603
13134311,604
11316212,605
12225311,606
11316311,607
13135121,608
12226121,609
61321112,610
11321153,611
21321161,612
61321211,613
11321252,614
11321351,615
52231112,616
12231161,617
51322112,618
52231211,619
11322161,620
51322211,621
43141112,622
42232112,623
43141211,624
41323112,625
42232211,626
41323211,627
33142112,628
32233112,629
33142211,630
31324112,631
32233211,632
31324211,633
23143112,634
22234112,635
23143211,636
21325112,637
22234211,638
21325211,639
13144112,640
12235112,641
13144211,642
11326112,643
12235211,644
11326211,645
61331111,646
11331152,647
11331251,648
52241111,649
51332111,650
43151111,651
42242111,652
41333111,653
33152111,654
32243111,655
31334111,656
23153111,657
22244111,658
21335111,659
13154111,660
12245111,661
11336111,662
11341151,663
44111114,664
54111122,665
44111213,666
54111221,667
44111312,668
44111411,669
34112114,670
44112122,671
34112213,672
44112221,673
34112312,674
34112411,675
24113114,676
34113122,677
24113213,678
34113221,679
24113312,680
24113411,681
14114114,682
24114122,683
14114213,684
24114221,685
14114312,686
14114411,687
14115122,688
14115221,689
53211113,690
63211121,691
13211162,692
53211212,693
13211261,694
53211311,695
44121113,696
54121121,697
43212113,698
44121212,699
43212212,700
44121311,701
43212311,702
34122113,703
44122121,704
33213113,705
34122212,706
33213212,707
34122311,708
33213311,709
24123113,710
34123121,711
23214113,712
24123212,713
23214212,714
24123311,715
23214311,716
14124113,717
24124121,718
13215113,719
14124212,720
13215212,721
14124311,722
13215311,723
14125121,724
13216121,725
62311112,726
12311153,727
22311161,728
62311211,729
12311252,730
12311351,731
53221112,732
13221161,733
52312112,734
53221211,735
12312161,736
52312211,737
44131112,738
43222112,739
44131211,740
42313112,741
43222211,742
42313211,743
34132112,744
33223112,745
34132211,746
32314112,747
33223211,748
32314211,749
24133112,750
23224112,751
24133211,752
22315112,753
23224211,754
22315211,755
14134112,756
13225112,757
14134211,758
12316112,759
13225211,760
12316211,761
11411144,762
21411152,763
11411243,764
21411251,765
11411342,766
11411441,767
62321111,768
12321152,769
61412111,770
11412152,771
12321251,772
11412251,773
53231111,774
52322111,775
51413111,776
44141111,777
43232111,778
42323111,779
41414111,780
34142111,781
33233111,782
32324111,783
31415111,784
24143111,785
23234111,786
22325111,787
21416111,788
14144111,789
13235111,790
12326111,791
11421143,792
21421151,793
11421242,794
11421341,795
12331151,796
11422151,797
11431142,798
11431241,799
11441141,800
45111113,801
45111212,802
45111311,803
35112113,804
45112121,805
35112212,806
35112311,807
25113113,808
35113121,809
25113212,810
25113311,811
15114113,812
25114121,813
15114212,814
15114311,815
15115121,816
54211112,817
14211161,818
54211211,819
45121112,820
44212112,821
45121211,822
44212211,823
35122112,824
34213112,825
35122211,826
34213211,827
25123112,828
24214112,829
25123211,830
24214211,831
15124112,832
14215112,833
15124211,834
14215211,835
63311111,836
13311152,837
13311251,838
54221111,839
53312111,840
45131111,841
44222111,842
43313111,843
35132111,844
34223111,845
33314111,846
25133111,847
24224111,848
23315111,849
15134111,850
14225111,851
13316111,852
12411143,853
22411151,854
12411242,855
12411341,856
13321151,857
12412151,858
11511134,859
21511142,860
11511233,861
21511241,862
11511332,863
11511431,864
12421142,865
11512142,866
12421241,867
11512241,868
11521133,869
21521141,870
11521232,871
11521331,872
12431141,873
11522141,874
11531132,875
11531231,876
11541131,877
36112112,878
36112211,879
26113112,880
26113211,881
16114112,882
16114211,883
45212111,884
36122111,885
35213111,886
26123111,887
25214111,888
16124111,889
15215111,890
14311151,891
13411142,892
13411241,893
12511133,894
22511141,895
12511232,896
12511331,897
13421141,898
12512141,899
11611124,900
21611132,901
11611223,902
21611231,903
11611322,904
11611421,905
12521132,906
11612132,907
12521231,908
11612231,909
11621123,910
21621131,911
11621222,912
11621321,913
12531131,914
11622131,915
11631122,916
11631221,917
14411141,918
13511132,919
13511231,920
12611123,921
22611131,922
12611222,923
12611321,924
13521131,925
12612131,926
12621122,927
12621221,928
